infinitive,mood,tense,form_1s,form_2s,form_3s,form_1p,form_2p,form_3p,gerund,pastparticiple
legalizar,Indicativo,Condicional,legalizaría,legalizarías,legalizaría,legalizaríamos,legalizaríais,legalizarían,legalizando,legalizado
legalizar,Indicativo,Presente perfecto,he legalizado,has legalizado,ha legalizado,hemos legalizado,habéis legalizado,han legalizado,legalizando,legalizado
legalizar,Indicativo,Futuro perfecto,habré legalizado,habrás legalizado,habrá legalizado,habremos legalizado,habréis legalizado,habrán legalizado,legalizando,legalizado
legalizar,Indicativo,Pluscuamperfecto,había legalizado,habías legalizado,había legalizado,habíamos legalizado,habíais legalizado,habían legalizado,legalizando,legalizado
legalizar,Indicativo,Pretérito anterior,hube legalizado,hubiste legalizado,hubo legalizado,hubimos legalizado,hubisteis legalizado,hubieron legalizado,legalizando,legalizado
legalizar,Indicativo,Condicional perfecto,habría legalizado,habrías legalizado,habría legalizado,habríamos legalizado,habríais legalizado,habrían legalizado,legalizando,legalizado
legalizar,Subjuntivo,Presente,legalice,legalices,legalice,legalicemos,legalicéis,legalicen,legalizando,legalizado
legalizar,Subjuntivo,Imperfecto,legalizara,legalizaras,legalizara,legalizáramos,legalizarais,legalizaran,legalizando,legalizado
legalizar,Subjuntivo,Futuro,legalizare,legalizares,legalizare,legalizáremos,legalizareis,legalizaren,legalizando,legalizado
legalizar,Subjuntivo,Presente perfecto,haya legalizado,hayas legalizado,haya legalizado,hayamos legalizado,hayáis legalizado,hayan legalizado,legalizando,legalizado
legalizar,Subjuntivo,Futuro perfecto,hubiere legalizado,hubieres legalizado,hubiere legalizado,hubiéremos legalizado,hubiereis legalizado,hubieren legalizado,legalizando,legalizado
legalizar,Subjuntivo,Pluscuamperfecto,hubiera legalizado,hubieras legalizado,hubiera legalizado,hubiéramos legalizado,hubierais legalizado,hubieran legalizado,legalizando,legalizado
legalizar,Imperativo Afirmativo,Presente,,legaliza,legalizad,,legalice,legalicen,legalizando,legalizado
legalizar,Imperativo Negativo,Presente,,no legalices,no legalicéis,,no legalice,no legalicen,legalizando,legalizado
levantar,Indicativo,Presente,levanto,levantas,levanta,levantamos,levantáis,levantan,levantando,levantado
levantar,Indicativo,Futuro,levantaré,levantarás,levantará,levantaremos,levantaréis,levantarán,levantando,levantado
levantar,Indicativo,Imperfecto,levantaba,levantabas,levantaba,levantábamos,levantabais,levantaban,levantando,levantado
levantar,Indicativo,Pretérito,levanté,levantaste,levantó,levantamos,levantasteis,levantaron,levantando,levantado
levantar,Indicativo,Condicional,levantaría,levantarías,levantaría,levantaríamos,levantaríais,levantarían,levantando,levantado
levantar,Indicativo,Presente perfecto,he levantado,has levantado,ha levantado,hemos levantado,habéis levantado,han levantado,levantando,levantado
levantar,Indicativo,Futuro perfecto,habré levantado,habrás levantado,habrá levantado,habremos levantado,habréis levantado,habrán levantado,levantando,levantado
levantar,Indicativo,Pluscuamperfecto,había levantado,habías levantado,había levantado,habíamos levantado,habíais levantado,habían levantado,levantando,levantado
levantar,Indicativo,Pretérito anterior,hube levantado,hubiste levantado,hubo levantado,hubimos levantado,hubisteis levantado,hubieron levantado,levantando,levantado
levantar,Indicativo,Condicional perfecto,habría levantado,habrías levantado,habría levantado,habríamos levantado,habríais levantado,habrían levantado,levantando,levantado
levantar,Subjuntivo,Presente,levante,levantes,levante,levantemos,levantéis,levanten,levantando,levantado
levantar,Subjuntivo,Imperfecto,levantara,levantaras,levantara,levantáramos,levantarais,levantaran,levantando,levantado
levantar,Subjuntivo,Futuro,levantare,levantares,levantare,levantáremos,levantareis,levantaren,levantando,levantado
levantar,Subjuntivo,Presente perfecto,haya levantado,hayas levantado,haya levantado,hayamos levantado,hayáis levantado,hayan levantado,levantando,levantado
levantar,Subjuntivo,Futuro perfecto,hubiere levantado,hubieres levantado,hubiere levantado,hubiéremos levantado,hubiereis levantado,hubieren levantado,levantando,levantado
levantar,Subjuntivo,Pluscuamperfecto,hubiera levantado,hubieras levantado,hubiera levantado,hubiéramos levantado,hubierais levantado,hubieran levantado,levantando,levantado
levantar,Imperativo Afirmativo,Presente,,levanta,levantad,,levante,levanten,levantando,levantado
levantar,Imperativo Negativo,Presente,,no levantes,no levantéis,,no levante,no levanten,levantando,levantado
levantarse,Indicativo,Presente,me levanto,te levantas,se levanta,nos levantamos,os levantáis,se levantan,levantándose,levantado
levantarse,Indicativo,Futuro,me levantaré,te levantarás,se levantará,nos levantaremos,os levantaréis,se levantarán,levantándose,levantado
levantarse,Indicativo,Imperfecto,me levantaba,te levantabas,se levantaba,nos levantábamos,os levantabais,se levantaban,levantándose,levantado
levantarse,Indicativo,Pretérito,me levanté,te levantaste,se levantó,nos levantamos,levantasteis,se levantaron,levantándose,levantado
levantarse,Indicativo,Condicional,me levantaría,te levantarías,se levantaría,nos levantaríamos,os levantaríais,se levantarían,levantándose,levantado
levantarse,Indicativo,Presente perfecto,me he levantado,te has levantado,se ha levantado,nos hemos levantado,os habéis levantado,se han levantado,levantándose,levantado
levantarse,Indicativo,Futuro perfecto,me habré levantado,te habrás levantado,se habrá levantado,nos habremos levantado,os habréis levantado,se habrán levantado,levantándose,levantado
levantarse,Indicativo,Pluscuamperfecto,me había levantado,te habías levantado,se había levantado,nos habíamos levantado,os habíais levantado,se habían levantado,levantándose,levantado
levantarse,Indicativo,Pretérito anterior,me hube levantado,te hubiste levantado,se hubo levantado,nos hubimos levantado,os hubisteis levantado,se hubieron levantado,levantándose,levantado
levantarse,Indicativo,Condicional perfecto,me habría levantado,te habrías levantado,se habría levantado,nos habríamos levantado,os habríais levantado,se habrían levantado,levantándose,levantado
levantarse,Subjuntivo,Presente,me levante,te levantes,se levante,nos levantemos,os levantéis,se levanten,levantándose,levantado
levantarse,Subjuntivo,Imperfecto,me levantara,te levantaras,se levantara,nos levantáramos,os levantarais,se levantaran,levantándose,levantado
levantarse,Subjuntivo,Futuro,me levantare,te levantares,se levantare,nos levantáremos,os levantareis,se levantaren,levantándose,levantado
levantarse,Subjuntivo,Presente perfecto,me haya levantado,te hayas levantado,se haya levantado,nos hayamos levantado,os hayáis levantado,se hayan levantado,levantándose,levantado
levantarse,Subjuntivo,Futuro perfecto,me hubiere levantado,te hubieres levantado,se hubiere levantado,nos hubiéremos levantado,os hubiereis levantado,se hubieren levantado,levantándose,levantado
levantarse,Subjuntivo,Pluscuamperfecto,me hubiera levantado,te hubieras levantado,se hubiera levantado,nos hubiéramos levantado,os hubierais levantado,se hubieran levantado,levantándose,levantado
levantarse,Imperativo Afirmativo,Presente,,levántate,levantaos,,levántese,levántense,levantándose,levantado
levantarse,Imperativo Negativo,Presente,,no te levantes,no os levantéis,,no se levante,no se levanten,levantándose,levantado
limpiar,Indicativo,Presente,limpio,limpias,limpia,limpiamos,limpiáis,limpian,limpiando,limpiado
limpiar,Indicativo,Futuro,limpiaré,limpiarás,limpiará,limpiaremos,limpiaréis,limpiarán,limpiando,limpiado
limpiar,Indicativo,Imperfecto,limpiaba,limpiabas,limpiaba,limpiábamos,limpiabais,limpiaban,limpiando,limpiado
limpiar,Indicativo,Pretérito,limpié,limpiaste,limpió,limpiamos,limpiasteis,limpiaron,limpiando,limpiado
limpiar,Indicativo,Condicional,limpiaría,limpiarías,limpiaría,limpiaríamos,limpiaríais,limpiarían,limpiando,limpiado
limpiar,Indicativo,Presente perfecto,he limpiado,has limpiado,ha limpiado,hemos limpiado,habéis limpiado,han limpiado,limpiando,limpiado
limpiar,Indicativo,Futuro perfecto,habré limpiado,habrás limpiado,habrá limpiado,habremos limpiado,habréis limpiado,habrán limpiado,limpiando,limpiado
limpiar,Indicativo,Pluscuamperfecto,había limpiado,habías limpiado,había limpiado,habíamos limpiado,habíais limpiado,habían limpiado,limpiando,limpiado
limpiar,Indicativo,Pretérito anterior,hube limpiado,hubiste limpiado,hubo limpiado,hubimos limpiado,hubisteis limpiado,hubieron limpiado,limpiando,limpiado
limpiar,Indicativo,Condicional perfecto,habría limpiado,habrías limpiado,habría limpiado,habríamos limpiado,habríais limpiado,habrían limpiado,limpiando,limpiado
limpiar,Subjuntivo,Presente,limpie,limpies,limpie,limpiemos,limpiéis,limpien,limpiando,limpiado
limpiar,Subjuntivo,Imperfecto,limpiara,limpiaras,limpiara,limpiáramos,limpiarais,limpiaran,limpiando,limpiado
limpiar,Subjuntivo,Futuro,limpiare,limpiares,limpiare,limpiáremos,limpiareis,limpiaren,limpiando,limpiado
limpiar,Subjuntivo,Presente perfecto,haya limpiado,hayas limpiado,haya limpiado,hayamos limpiado,hayáis limpiado,hayan limpiado,limpiando,limpiado
limpiar,Subjuntivo,Futuro perfecto,hubiere limpiado,hubieres limpiado,hubiere limpiado,hubiéremos limpiado,hubiereis limpiado,hubieren limpiado,limpiando,limpiado
limpiar,Subjuntivo,Pluscuamperfecto,hubiera limpiado,hubieras limpiado,hubiera limpiado,hubiéramos limpiado,hubierais limpiado,hubieran limpiado,limpiando,limpiado
limpiar,Imperativo Afirmativo,Presente,,limpia,limpiad,,limpie,limpien,limpiando,limpiado
limpiar,Imperativo Negativo,Presente,,no limpies,no limpiéis,,no limpie,no limpien,limpiando,limpiado
llamar,Indicativo,Presente,llamo,llamas,llama,llamamos,llamáis,llaman,llamando,llamado
llamar,Indicativo,Futuro,llamaré,llamarás,llamará,llamaremos,llamaréis,llamarán,llamando,llamado
llamar,Indicativo,Imperfecto,llamaba,llamabas,llamaba,llamábamos,llamabais,llamaban,llamando,llamado
llamar,Indicativo,Pretérito,llamé,llamaste,llamó,llamamos,llamasteis,llamaron,llamando,llamado
llamar,Indicativo,Condicional,llamaría,llamarías,llamaría,llamaríamos,llamaríais,llamarían,llamando,llamado
llamar,Indicativo,Presente perfecto,he llamado,has llamado,ha llamado,hemos llamado,habéis llamado,han llamado,llamando,llamado
llamar,Indicativo,Futuro perfecto,habré llamado,habrás llamado,habrá llamado,habremos llamado,habréis llamado,habrán llamado,llamando,llamado
llamar,Indicativo,Pluscuamperfecto,había llamado,habías llamado,había llamado,habíamos llamado,habíais llamado,habían llamado,llamando,llamado
llamar,Indicativo,Pretérito anterior,hube llamado,hubiste llamado,hubo llamado,hubimos llamado,hubisteis llamado,hubieron llamado,llamando,llamado
llamar,Indicativo,Condicional perfecto,habría llamado,habrías llamado,habría llamado,habríamos llamado,habríais llamado,habrían llamado,llamando,llamado
llamar,Subjuntivo,Presente,llame,llames,llame,llamemos,llaméis,llamen,llamando,llamado
llamar,Subjuntivo,Imperfecto,llamara,llamaras,llamara,llamáramos,llamarais,llamaran,llamando,llamado
llamar,Subjuntivo,Futuro,llamare,llamares,llamare,llamáremos,llamareis,llamaren,llamando,llamado
llamar,Subjuntivo,Presente perfecto,haya llamado,hayas llamado,haya llamado,hayamos llamado,hayáis llamado,hayan llamado,llamando,llamado
llamar,Subjuntivo,Futuro perfecto,hubiere llamado,hubieres llamado,hubiere llamado,hubiéremos llamado,hubiereis llamado,hubieren llamado,llamando,llamado
llamar,Subjuntivo,Pluscuamperfecto,hubiera llamado,hubieras llamado,hubiera llamado,hubiéramos llamado,hubierais llamado,hubieran llamado,llamando,llamado
llamar,Imperativo Afirmativo,Presente,,llama,llamad,,llame,llamen,llamando,llamado
llamar,Imperativo Negativo,Presente,,no llames,no llaméis,,no llame,no llamen,llamando,llamado
llamarse,Indicativo,Presente,me llamo,te llamas,se llama,nos llamamos,os llamáis,se llaman,llamándose,llamado
llamarse,Indicativo,Futuro,me llamaré,te llamarás,se llamará,nos llamaremos,os llamaréis,se llamarán,llamándose,llamado
llamarse,Indicativo,Imperfecto,me llamaba,te llamabas,se llamaba,nos llamábamos,os llamabais,se llamaban,llamándose,llamado
llamarse,Indicativo,Pretérito,me llamé,te llamaste,se llamó,nos llamamos,os llamasteis,se llamaron,llamándose,llamado
llamarse,Indicativo,Condicional,me llamaría,te llamarías,se llamaría,nos llamaríamos,os llamaríais,se llamarían,llamándose,llamado
llamarse,Indicativo,Presente perfecto,me he llamado,te has llamado,se ha llamado,nos hemos llamado,os habéis llamado,se han llamado,llamándose,llamado
llamarse,Indicativo,Futuro perfecto,me habré llamado,te habrás llamado,se habrá llamado,nos habremos llamado,os habréis llamado,se habrán llamado,llamándose,llamado
llamarse,Indicativo,Pluscuamperfecto,me había llamado,te habías llamado,se había llamado,nos habíamos llamado,os habíais llamado,se habían llamado,llamándose,llamado
llamarse,Indicativo,Pretérito anterior,me hube llamado,te hubiste llamado,se hubo llamado,nos hubimos llamado,os hubisteis llamado,se hubieron llamado,llamándose,llamado
llamarse,Indicativo,Condicional perfecto,me habría llamado,te habrías llamado,se habría llamado,nos habríamos llamado,os habríais llamado,se habrían llamado,llamándose,llamado
llamarse,Subjuntivo,Presente,me llame,te llames,se llame,nos llamemos,os llaméis,se llamen,llamándose,llamado
llamarse,Subjuntivo,Imperfecto,me llamara,te llamaras,se llamara,nos llamáramos,os llamarais,se llamaran,llamándose,llamado
llamarse,Subjuntivo,Futuro,me llamare,te llamares,se llamare,nos llamáremos,os llamareis,se llamaren,llamándose,llamado
llamarse,Subjuntivo,Presente perfecto,me haya llamado,te hayas llamado,se haya llamado,nos hayamos llamado,os hayáis llamado,se hayan llamado,llamándose,llamado
llamarse,Subjuntivo,Futuro perfecto,me hubiere llamado,te hubieres llamado,se hubiere llamado,nos hubiéremos llamado,os hubiereis llamado,se hubieren llamado,llamándose,llamado
llamarse,Subjuntivo,Pluscuamperfecto,me hubiera llamado,te hubieras llamado,se hubiera llamado,nos hubiéramos llamado,os hubierais llamado,se hubieran llamado,llamándose,llamado
llamarse,Imperativo Afirmativo,Presente,,llámate,llamaos,,llámese,llámense,llamándose,llamado
llamarse,Imperativo Negativo,Presente,,no te llames,no os llaméis,,no se llame,no se llamen,llamándose,llamado
llegar,Indicativo,Presente,llego,llegas,llega,llegamos,llegáis,llegan,llegando,llegado
llegar,Indicativo,Futuro,llegaré,llegarás,llegará,llegaremos,llegaréis,llegarán,llegando,llegado
llegar,Indicativo,Imperfecto,llegaba,llegabas,llegaba,llegábamos,llegabais,llegaban,llegando,llegado
llegar,Indicativo,Pretérito,llegué,llegaste,llegó,llegamos,llegasteis,llegaron,llegando,llegado
llegar,Indicativo,Condicional,llegaría,llegarías,llegaría,llegaríamos,llegaríais,llegarían,llegando,llegado
llegar,Indicativo,Presente perfecto,he llegado,has llegado,ha llegado,hemos llegado,habéis llegado,han llegado,llegando,llegado
llegar,Indicativo,Futuro perfecto,habré llegado,habrás llegado,habrá llegado,habremos llegado,habréis llegado,habrán llegado,llegando,llegado
llegar,Indicativo,Pluscuamperfecto,había llegado,habías llegado,había llegado,habíamos llegado,habíais llegado,habían llegado,llegando,llegado
llegar,Indicativo,Pretérito anterior,hube llegado,hubiste llegado,hubo llegado,hubimos llegado,hubisteis llegado,hubieron llegado,llegando,llegado
llegar,Indicativo,Condicional perfecto,habría llegado,habrías llegado,habría llegado,habríamos llegado,habríais llegado,habrían llegado,llegando,llegado
llegar,Subjuntivo,Presente,llegue,llegues,llegue,lleguemos,lleguéis,lleguen,llegando,llegado
llegar,Subjuntivo,Imperfecto,llegara,llegaras,llegara,llegáramos,llegarais,llegaran,llegando,llegado
llegar,Subjuntivo,Futuro,llegare,llegares,llegare,llegáremos,llegareis,llegaren,llegando,llegado
llegar,Subjuntivo,Presente perfecto,haya llegado,hayas llegado,haya llegado,hayamos llegado,hayáis llegado,hayan llegado,llegando,llegado
llegar,Subjuntivo,Futuro perfecto,hubiere llegado,hubieres llegado,hubiere llegado,hubiéremos llegado,hubiereis llegado,hubieren llegado,llegando,llegado
llegar,Subjuntivo,Pluscuamperfecto,hubiera llegado,hubieras llegado,hubiera llegado,hubiéramos llegado,hubierais llegado,hubieran llegado,llegando,llegado
llegar,Imperativo Afirmativo,Presente,,llega,llegad,,llegue,lleguen,llegando,llegado
llegar,Imperativo Negativo,Presente,,no llegues,no lleguéis,,no llegue,no lleguen,llegando,llegado
llenar,Indicativo,Presente,lleno,llenas,llena,llenamos,llenáis,llenan,llenando,llenado
llenar,Indicativo,Futuro,llenaré,llenarás,llenará,llenaremos,llenaréis,llenarán,llenando,llenado
llenar,Indicativo,Imperfecto,llenaba,llenabas,llenaba,llenábamos,llenabais,llenaban,llenando,llenado
llenar,Indicativo,Pretérito,llené,llenaste,llenó,llenamos,llenasteis,llenaron,llenando,llenado
llenar,Indicativo,Condicional,llenaría,llenarías,llenaría,llenaríamos,llenaríais,llenarían,llenando,llenado
llenar,Indicativo,Presente perfecto,he llenado,has llenado,ha llenado,hemos llenado,habéis llenado,han llenado,llenando,llenado
llenar,Indicativo,Futuro perfecto,habré llenado,habrás llenado,habrá llenado,habremos llenado,habréis llenado,habrán llenado,llenando,llenado
llenar,Indicativo,Pluscuamperfecto,había llenado,habías llenado,había llenado,habíamos llenado,habíais llenado,habían llenado,llenando,llenado
llenar,Indicativo,Pretérito anterior,hube llenado,hubiste llenado,hubo llenado,hubimos llenado,hubisteis llenado,hubieron llenado,llenando,llenado
llenar,Indicativo,Condicional perfecto,habría llenado,habrías llenado,habría llenado,habríamos llenado,habríais llenado,habrían llenado,llenando,llenado
llenar,Subjuntivo,Presente,llene,llenes,llene,llenemos,llenéis,llenen,llenando,llenado
